usr_id,acct_ref,sub_ref,external_usr_id,usr_email,usr_nm,usr_role_cd,usr_title,usr_lang,created_dt,activated_dt,last_login_ts,usr_status_cd,deactivated_dt,signup_src,signup_channel,geo_region,timezone,is_primary_flg,email_verified_flg,last_seen_device,notes_txt
USR00344,AC008,SUB00712,,anna34@example.com,Anna Kowalska,ADMIN,Engineer,EN,2022-10-15,2022-10-13,,active,,web,organic,EU,,True,True,,
USR00345,AC084,SUB00526,EXT2500,ANNA@EXAMPLE.COM,Anna Kowalska,member,CTO,EN,2021-08-05,2021-08-01,2021-11-11 00:00:00,deleted,2021-11-22,api,paid_ads,APAC,UTC+1,,False,ios,
USR00346,AC055,,,anna295@example.com,Anna Kowalska,,CTO,EN,2022-08-13,2022-08-09,2023-04-25 00:00:00,invited,,sales,referral,NA,UTC+1,False,,android,billing contact
USR00347,AC067,SUB02483,EXT5123,kate83@example.com,John Smith,admin,CTO,DE,2023-04-25,2023-04-29,2023-09-04 00:00:00,disabled,,web,,EMEA,EST,True,,web,
USR00348,AC153,SUB02065,EXT5919,kate161@company.com,,,Engineer,en-US,2023-01-11,2023-01-08,2023-06-20 00:00:00,active ,,sales,organic,EU,EST,False,False,android,
USR00349,AC071,SUB01715,EXT3284,sara196@company.com,Anna Kowalska,billing,Finance,EN,2023-08-08,2023-08-17,2023-10-28 00:00:00,deleted,,sales,paid_ads,,UTC+1,True,True,web,
USR00350,AC133,SUB01017,,mike156@example.com,,viewer,Engineer,en-US,2023-08-26,,,deleted,,,,APAC,EST,True,False,web,
USR00351,AC022,SUB01405,EXT5740,mike266@gmail.com,,member,Manager,DE,2021-08-06,,,active,,api,paid_ads,EU,Europe/Warsaw,,,,billing contact
USR00352,AC105,SUB01855,EXT8758,anna229@company.com,M. Brown,billing,Engineer,en-US,2021-09-07,2021-09-11,2022-03-21 00:00:00,disabled,,sales,referral,APAC,Europe/Warsaw,,False,android,no activity last 30 days
USR00353,AC062,SUB00566,EXT1317,anna49@company.com,,member,,PL,2021-09-18,2021-09-20,2022-01-19 00:00:00,active,,,,APAC,,,False,web,
USR00354,AC166,SUB02099,,john168@company.com,M. Brown,ADMIN,Manager,,2023-03-09,2023-03-12,2023-09-14 00:00:00,invited,,api,referral,APAC,Europe/Warsaw,,,ios,no activity last 30 days
USR00355,AC115,SUB02244,,alex6@company.com,M. Brown,viewer,Engineer,en-US,2021-09-04,2021-08-31,2021-12-08 00:00:00,disabled,,web,organic,APAC,UTC,False,False,ios,
USR00356,AC024,SUB02268,EXT8427,mike66@example.com,M. Brown,admin,CTO,EN,2023-02-22,2023-03-03,2023-04-27 00:00:00,disabled,2023-06-25,,,EU,UTC+1,False,,,billing contact
USR00357,AC104,SUB00823,,john292@gmail.com,John Smith,ADMIN,CTO,en-US,2021-02-22,2021-02-27,2021-08-13 00:00:00,deleted,,web,organic,NA,UTC+1,True,,ios,no activity last 30 days
USR00358,AC079,,EXT2018,john203@company.com,Anna Kowalska,ADMIN,CTO,en-US,2021-07-08,2021-07-14,2022-02-10 00:00:00,deleted,,sales,organic,EU,UTC+1,True,True,web,power user
USR00359,AC095,SUB01415,EXT7484,ALEX@COMPANY.COM,M. Brown,billing,CTO,DE,2022-04-07,2022-04-03,2022-07-31 00:00:00,active ,2022-08-18,web,organic,NA,,True,True,ios,billing contact
USR00360,AC136,SUB00544,EXT7031,kate85@example.com,,member,Engineer,,2023-10-04,,,active,,,referral,EU,,False,,,no activity last 30 days
USR00361,AC141,SUB00729,,JOHN@GMAIL.COM,,,,,2022-02-17,2022-02-20,2022-08-06 00:00:00,deleted,2022-09-26,sales,paid_ads,EMEA,UTC,False,True,ios,no activity last 30 days
USR00362,AC180,SUB01321,,mike291@company.com,M. Brown,member,,EN,2024-03-13,2024-03-17,2024-07-04 00:00:00,disabled,2024-08-12,web,paid_ads,NA,Europe/Warsaw,True,False,,
USR00363,AC079,SUB01443,EXT5071,mike55@gmail.com,John Smith,admin,,EN,2023-07-27,2023-07-27,2024-03-28 00:00:00,active,,api,organic,EU,EST,False,,ios,power user
USR00364,AC031,SUB02388,,sara62@gmail.com,M. Brown,member,Finance,DE,2021-04-20,2021-04-21,2021-10-28 00:00:00,invited,,web,organic,APAC,UTC+1,True,True,web,no activity last 30 days
USR00365,AC081,SUB01710,,kate194@gmail.com,John Smith,admin,Manager,DE,2023-07-22,2023-07-25,2024-05-08 00:00:00,deleted,,import,paid_ads,EMEA,,True,,web,
USR00366,AC138,SUB02187,EXT1031,anna23@example.com,,billing,,DE,2022-07-31,2022-08-01,2022-08-13 00:00:00,invited,,web,referral,EU,UTC,,False,,
USR00367,AC177,SUB01731,EXT3850,kate191@gmail.com,,viewer,Finance,en-US,2024-01-21,2024-01-27,2024-10-29 00:00:00,deleted,,,,EU,EST,True,,android,no activity last 30 days
USR00368,AC056,SUB02142,EXT3376,john277@company.com,Anna Kowalska,ADMIN,Engineer,en-US,2022-11-13,2022-11-22,2023-08-25 00:00:00,deleted,2023-09-16,web,,EMEA,,,True,web,billing contact
USR00369,AC071,,EXT7116,mike203@gmail.com,,,Manager,en-US,2021-01-09,2021-01-09,2021-06-29 00:00:00,active ,,api,,EMEA,UTC+1,,,,no activity last 30 days
USR00370,AC135,SUB00218,EXT5962,mike278@example.com,John Smith,member,CTO,EN,2022-01-21,2022-01-19,2022-02-24 00:00:00,active,,api,organic,NA,UTC+1,,True,web,
USR00371,AC026,SUB00819,EXT7142,alex220@company.com,,ADMIN,Manager,,2023-07-16,2023-07-24,2024-02-15 00:00:00,active ,,web,,EMEA,EST,False,False,web,
USR00372,AC076,SUB00660,EXT9033,alex195@gmail.com,John Smith,billing,CTO,DE,2023-08-28,2023-09-04,2023-10-24 00:00:00,disabled,,,organic,EMEA,UTC+1,,,web,
USR00373,AC046,SUB01027,EXT8392,mike211@gmail.com,John Smith,admin,,en-US,2023-02-17,2023-02-19,2023-10-17 00:00:00,active ,,web,,EMEA,,True,False,android,billing contact
USR00374,AC137,,EXT5806,sara21@example.com,M. Brown,ADMIN,Finance,DE,2023-03-06,2023-03-02,2023-05-01 00:00:00,active,,sales,organic,NA,EST,False,True,web,
USR00375,AC012,,EXT4747,kate60@gmail.com,John Smith,member,Engineer,en-US,2021-12-28,2021-12-24,2022-04-17 00:00:00,active ,,,organic,APAC,EST,False,,,power user
USR00376,AC142,SUB00836,EXT7918,john45@company.com,M. Brown,,Finance,DE,2023-12-12,2023-12-18,2024-02-10 00:00:00,deleted,,,paid_ads,NA,UTC,True,True,web,billing contact
USR00377,AC033,SUB00133,,mike95@company.com,,billing,CTO,,2022-01-18,2022-01-27,2022-11-02 00:00:00,active,,sales,paid_ads,NA,Europe/Warsaw,True,,,power user
USR00378,AC126,SUB01854,EXT5356,john5@example.com,M. Brown,member,Finance,en-US,2023-02-01,,,deleted,,sales,paid_ads,APAC,EST,False,True,web,no activity last 30 days
USR00379,AC004,,,anna245@gmail.com,,admin,,en-US,2023-03-06,2023-03-03,,invited,,import,referral,NA,Europe/Warsaw,False,True,,power user
USR00380,AC121,SUB02302,EXT4681,kate66@company.com,,ADMIN,,DE,2022-10-19,2022-10-14,,invited,,sales,referral,APAC,UTC,False,,web,
USR00381,AC088,SUB02299,EXT6594,sara275@company.com,,viewer,Finance,DE,2021-05-16,2021-05-15,2021-06-04 00:00:00,active ,,import,,,,,,ios,
USR00382,AC014,SUB02093,EXT2031,sara138@company.com,M. Brown,viewer,,,2022-11-22,,,invited,,api,referral,NA,,True,False,android,no activity last 30 days
USR00383,AC123,SUB01179,EXT3281,anna152@gmail.com,Anna Kowalska,,,PL,2022-11-18,2022-11-26,2023-07-01 00:00:00,active ,,,referral,NA,EST,,,ios,power user
USR00384,AC017,SUB00193,EXT7416,kate139@company.com,,billing,,PL,2022-08-20,2022-08-21,2023-02-09 00:00:00,invited,,api,organic,EU,UTC,False,,,power user
USR00385,AC019,SUB01588,EXT7889,alex27@company.com,,,Manager,,2021-05-17,2021-05-20,2022-01-07 00:00:00,active,2022-03-19,import,,APAC,Europe/Warsaw,True,True,ios,power user
USR00386,AC176,SUB01281,,john66@company.com,John Smith,,,DE,2023-01-11,2023-01-07,,invited,,web,organic,EMEA,UTC,False,,android,
USR00387,AC039,SUB00221,EXT3485,ALEX@COMPANY.COM,,viewer,Engineer,en-US,2023-05-31,2023-06-02,2024-03-20 00:00:00,deleted,,sales,organic,NA,UTC,,,android,
USR00388,AC078,,,sara89@example.com,Anna Kowalska,viewer,CTO,EN,2021-09-13,,,invited,,api,,,,False,False,ios,no activity last 30 days
USR00389,AC064,SUB02542,EXT1377,sara140@gmail.com,Anna Kowalska,,Manager,DE,2021-07-25,2021-08-02,2022-03-16 00:00:00,active ,,api,referral,EMEA,EST,,,,
USR00390,AC107,SUB01815,,sara141@example.com,Anna Kowalska,,Finance,en-US,2022-02-25,2022-02-22,2022-09-03 00:00:00,deleted,,,,EMEA,,True,,web,
USR00391,AC159,SUB02596,EXT2465,kate179@company.com,Anna Kowalska,viewer,Finance,PL,2021-02-14,2021-02-20,2021-03-02 00:00:00,deleted,,sales,paid_ads,NA,,,,ios,power user
USR00392,AC134,SUB01507,EXT1820,anna269@example.com,M. Brown,billing,Engineer,PL,2023-02-21,2023-02-23,,invited,,import,referral,NA,UTC+1,False,False,ios,billing contact
USR00393,AC114,SUB02239,,kate217@example.com,Anna Kowalska,member,CTO,en-US,2021-05-17,2021-05-14,2022-03-03 00:00:00,active ,,web,organic,EMEA,Europe/Warsaw,True,,web,
USR00394,AC151,SUB00805,EXT6332,anna140@example.com,,admin,,,2024-02-08,2024-02-08,,active,,import,paid_ads,NA,UTC,False,True,ios,no activity last 30 days
USR00395,AC079,SUB00793,,john22@gmail.com,John Smith,billing,Engineer,EN,2023-01-23,2023-01-26,2023-09-15 00:00:00,disabled,,import,,APAC,,,,,billing contact
USR00396,AC016,SUB00727,EXT9576,kate86@company.com,,billing,Engineer,EN,2023-08-14,2023-08-20,2024-06-10 00:00:00,invited,,web,referral,EU,UTC,,False,,
USR00397,AC026,SUB00306,EXT3291,kate155@example.com,,member,Engineer,EN,2022-09-06,2022-09-11,2022-09-19 00:00:00,invited,,import,referral,APAC,EST,False,,,
USR00398,AC054,,EXT6743,john198@company.com,,admin,,PL,2022-02-24,2022-03-04,2022-07-07 00:00:00,disabled,2022-09-27,,,EMEA,EST,True,False,android,no activity last 30 days
USR00399,AC068,,EXT5417,john261@example.com,Anna Kowalska,,,PL,2022-09-28,2022-09-28,,active,,import,,EU,,False,False,android,
USR00400,AC041,SUB01546,,alex250@gmail.com,,ADMIN,CTO,,2023-01-24,,,active ,,,organic,NA,EST,False,,,
USR00401,AC142,,EXT5518,anna22@example.com,John Smith,viewer,CTO,en-US,2021-10-22,,,invited,,import,paid_ads,APAC,UTC+1,False,,android,no activity last 30 days
USR00402,AC001,SUB01083,EXT3713,john253@example.com,John Smith,admin,,DE,2021-01-02,2021-01-02,2021-05-17 00:00:00,disabled,,,referral,APAC,Europe/Warsaw,,,android,
USR00403,AC177,,EXT6376,john154@company.com,,,Manager,EN,2023-12-15,2023-12-18,2024-04-21 00:00:00,active ,,api,referral,EMEA,UTC+1,,True,ios,no activity last 30 days
USR00404,AC075,SUB01045,EXT6426,kate125@company.com,Anna Kowalska,ADMIN,Manager,EN,2023-08-09,2023-08-07,2024-04-21 00:00:00,disabled,,web,,APAC,EST,True,False,,power user
USR00405,,,,sara121@gmail.com,M. Brown,member,,en-US,2022-11-15,2022-11-13,2023-07-20 00:00:00,disabled,2023-09-21,sales,referral,,EST,True,True,web,power user
USR00406,AC073,SUB00635,EXT1034,kate17@example.com,Anna Kowalska,viewer,Finance,PL,2021-01-18,2021-01-26,2021-03-14 00:00:00,active ,2021-06-12,web,organic,NA,Europe/Warsaw,False,True,web,billing contact
USR00407,AC117,,,sara270@company.com,John Smith,ADMIN,Finance,en-US,2021-06-18,2021-06-13,2021-09-19 00:00:00,active,,import,referral,NA,,True,False,ios,
USR00408,AC060,SUB02445,EXT7571,mike121@gmail.com,M. Brown,,Finance,en-US,2021-03-07,2021-03-12,2021-11-09 00:00:00,invited,,import,paid_ads,NA,UTC,True,True,web,no activity last 30 days
USR00409,AC161,,EXT6242,john247@company.com,,billing,CTO,,2021-08-09,2021-08-08,,active ,,api,paid_ads,APAC,UTC,False,True,,no activity last 30 days
USR00410,AC051,SUB02522,EXT9152,john204@company.com,M. Brown,billing,Engineer,PL,2022-12-08,,,deleted,,api,paid_ads,EMEA,UTC+1,False,False,web,
USR00411,AC140,SUB01234,EXT9115,anna104@example.com,Anna Kowalska,billing,CTO,EN,2022-11-17,,,disabled,,api,referral,EU,UTC,True,False,ios,no activity last 30 days
USR00412,AC039,SUB02346,EXT1645,alex281@example.com,M. Brown,ADMIN,Manager,EN,2021-10-30,2021-11-02,2022-07-30 00:00:00,disabled,2022-10-17,api,organic,APAC,,,True,,
USR00413,AC037,SUB00299,EXT4759,mike297@gmail.com,M. Brown,billing,Finance,EN,2023-08-08,2023-08-10,2023-12-02 00:00:00,active ,,sales,organic,NA,EST,True,False,web,
USR00414,AC043,SUB01302,EXT6016,alex27@gmail.com,,ADMIN,Engineer,,2021-04-08,2021-04-11,2022-01-15 00:00:00,active ,2022-01-18,api,organic,NA,EST,,,android,no activity last 30 days
USR00415,AC153,SUB00754,,anna133@company.com,Anna Kowalska,,Finance,PL,2024-01-22,2024-01-17,2024-02-26 00:00:00,deleted,,sales,,NA,UTC+1,False,True,android,
USR00416,AC146,SUB02070,EXT1054,anna34@example.com,M. Brown,member,CTO,DE,2024-01-16,2024-01-13,,disabled,,web,,,UTC,False,,android,power user
USR00417,AC113,,EXT1298,anna45@gmail.com,John Smith,member,Engineer,PL,2022-12-31,2023-01-06,,invited,,,paid_ads,APAC,Europe/Warsaw,True,False,,
USR00418,AC177,SUB01653,EXT2096,sara117@gmail.com,,ADMIN,Manager,DE,2021-08-01,2021-08-08,2021-11-13 00:00:00,disabled,,api,paid_ads,EMEA,UTC,False,True,web,billing contact
USR00419,AC104,,EXT7808,kate4@company.com,M. Brown,billing,CTO,en-US,2022-12-29,,,active,,,organic,,UTC+1,False,False,android,power user
USR00420,AC129,,EXT1899,mike71@example.com,M. Brown,billing,Engineer,PL,2021-03-08,2021-03-13,2021-12-12 00:00:00,disabled,,import,organic,,Europe/Warsaw,True,False,android,
USR00421,AC113,,,mike71@company.com,,ADMIN,,EN,2023-04-14,,,disabled,,web,organic,EU,Europe/Warsaw,False,True,ios,billing contact
USR00422,AC011,SUB01478,EXT2305,alex282@gmail.com,,,,PL,2022-03-11,2022-03-08,2022-07-27 00:00:00,active ,,api,organic,APAC,UTC,False,False,web,
USR00423,AC083,SUB02533,,alex241@example.com,M. Brown,billing,,EN,2022-07-06,2022-07-05,,disabled,,sales,paid_ads,EMEA,Europe/Warsaw,True,True,web,power user
USR00424,AC007,SUB02300,,kate268@gmail.com,M. Brown,ADMIN,,en-US,2023-08-22,2023-08-21,,deleted,,,paid_ads,EMEA,EST,True,,,no activity last 30 days
USR00425,AC173,SUB00037,EXT3042,mike131@example.com,,billing,CTO,EN,2023-12-17,2023-12-16,2024-07-13 00:00:00,deleted,2024-08-19,,paid_ads,EU,UTC+1,,True,web,no activity last 30 days
USR00426,AC148,,,kate58@company.com,,admin,,en-US,2021-09-29,2021-10-01,2021-10-24 00:00:00,active,,web,,EMEA,Europe/Warsaw,True,False,ios,no activity last 30 days
USR00427,AC006,SUB00985,EXT4302,kate75@company.com,Anna Kowalska,billing,Finance,en-US,2021-09-10,2021-09-15,2022-03-27 00:00:00,invited,,import,,EU,EST,True,False,web,
USR00428,AC173,SUB02514,EXT3305,sara91@example.com,,admin,Manager,,2023-08-08,2023-08-04,2024-04-28 00:00:00,active,,,,EU,Europe/Warsaw,,True,,no activity last 30 days
USR00429,AC148,SUB00999,EXT8961,anna283@example.com,,,Engineer,EN,2022-07-19,2022-07-26,2023-03-28 00:00:00,disabled,,api,referral,EMEA,Europe/Warsaw,,,android,
USR00430,,SUB01315,EXT5130,john285@example.com,,ADMIN,,en-US,2021-02-11,,,deleted,,,organic,NA,UTC,False,,,billing contact
USR00431,AC121,SUB00465,,anna218@example.com,M. Brown,,Finance,,2022-11-30,,,invited,,import,referral,EMEA,EST,False,,ios,no activity last 30 days
USR00432,AC114,SUB02213,EXT4951,mike253@company.com,Anna Kowalska,billing,,EN,2022-10-28,,,active,,web,paid_ads,NA,EST,True,True,,
USR00433,AC047,SUB00102,EXT4616,alex112@company.com,M. Brown,admin,CTO,PL,2024-01-01,2023-12-29,,active,,,,EMEA,Europe/Warsaw,,,,no activity last 30 days
USR00434,AC112,SUB01536,EXT4951,ALEX@GMAIL.COM,M. Brown,ADMIN,Engineer,EN,2021-07-11,2021-07-13,2021-08-29 00:00:00,deleted,,sales,,EU,UTC,True,,ios,billing contact
USR00435,AC126,SUB02084,EXT8411,kate85@company.com,John Smith,,CTO,,2022-07-23,,,active,,api,paid_ads,NA,UTC+1,True,,web,no activity last 30 days
USR00436,AC121,SUB00180,EXT4696,sara17@example.com,John Smith,,,en-US,2022-02-06,2022-02-07,,disabled,,api,,NA,UTC,True,False,,power user
USR00437,AC086,SUB00789,,anna223@example.com,Anna Kowalska,,Engineer,PL,2021-12-17,2021-12-17,2022-07-20 00:00:00,active ,,,referral,APAC,UTC+1,,,ios,
USR00438,AC027,SUB00338,,kate275@example.com,,admin,,EN,2023-05-21,2023-05-30,2023-10-10 00:00:00,invited,,web,paid_ads,,UTC,,False,,billing contact
USR00439,AC085,SUB00686,EXT3071,anna26@gmail.com,,ADMIN,,EN,2021-10-04,,,invited,,,organic,EU,,,True,android,
USR00440,AC127,SUB02204,,sara46@example.com,,member,,DE,2022-11-12,2022-11-12,,active,,import,organic,EU,EST,True,,android,
USR00441,AC103,SUB02568,EXT1396,john16@example.com,John Smith,viewer,Engineer,,2021-03-03,,,active,,web,paid_ads,APAC,UTC,False,,android,power user
USR00442,AC141,,,alex82@gmail.com,John Smith,ADMIN,Engineer,,2021-02-22,2021-02-28,2021-04-27 00:00:00,active ,,,,EU,EST,,True,ios,no activity last 30 days
USR00443,,SUB00874,,sara2@company.com,M. Brown,member,Manager,PL,2022-08-15,2022-08-11,2023-04-08 00:00:00,disabled,,web,referral,,Europe/Warsaw,,True,,
USR00444,AC065,SUB01738,EXT9383,sara165@example.com,M. Brown,,CTO,PL,2024-02-28,,,disabled,,sales,,EMEA,,,True,,power user
USR00445,AC104,SUB00843,EXT9615,mike34@example.com,John Smith,viewer,CTO,EN,2023-04-13,2023-04-21,2024-01-31 00:00:00,deleted,,api,organic,,,,True,android,
USR00446,AC001,SUB01783,EXT9656,sara205@gmail.com,M. Brown,member,Engineer,EN,2021-12-30,2022-01-09,2022-05-16 00:00:00,invited,,import,referral,NA,,,,android,
USR00447,AC139,SUB00296,EXT2705,kate129@gmail.com,John Smith,billing,CTO,DE,2022-09-02,2022-09-04,2022-11-09 00:00:00,disabled,,import,paid_ads,EU,Europe/Warsaw,False,True,ios,
USR00448,AC014,SUB00630,EXT8697,kate211@example.com,M. Brown,viewer,,,2022-04-15,2022-04-21,2022-07-25 00:00:00,active ,,,organic,NA,UTC,False,True,ios,
USR00449,AC093,,,mike150@example.com,Anna Kowalska,member,Engineer,en-US,2022-11-11,2022-11-10,2022-12-11 00:00:00,disabled,,sales,referral,,Europe/Warsaw,,True,,no activity last 30 days
USR00450,AC128,SUB00156,EXT3027,alex102@company.com,Anna Kowalska,ADMIN,CTO,en-US,2021-10-17,2021-10-14,,deleted,,sales,paid_ads,APAC,Europe/Warsaw,True,True,,power user
USR00451,AC014,,EXT9592,sara6@gmail.com,Anna Kowalska,member,CTO,EN,2021-06-07,2021-06-17,2021-12-01 00:00:00,active ,2021-12-14,web,referral,APAC,UTC,,True,web,no activity last 30 days
USR00452,AC141,,EXT7807,alex110@example.com,,viewer,,PL,2023-02-12,2023-02-22,2023-07-17 00:00:00,invited,,web,organic,EU,,True,True,android,power user
USR00453,AC074,SUB02286,,john100@gmail.com,Anna Kowalska,,Engineer,en-US,2024-01-10,2024-01-12,2024-09-12 00:00:00,active ,,,paid_ads,EMEA,UTC+1,False,False,android,
USR00454,AC179,,EXT5816,mike275@example.com,,,CTO,PL,2023-05-07,,,active,,api,paid_ads,APAC,EST,False,False,web,billing contact
USR00455,AC008,SUB01060,EXT1294,anna99@company.com,John Smith,ADMIN,Engineer,PL,2021-07-16,,,deleted,,import,organic,EMEA,EST,True,,,power user
USR00456,AC156,SUB01848,,anna27@example.com,,ADMIN,,en-US,2022-10-19,2022-10-20,,deleted,,,organic,APAC,EST,False,,ios,billing contact
USR00457,AC041,SUB01774,,mike230@gmail.com,Anna Kowalska,viewer,Finance,en-US,2022-03-08,2022-03-11,2022-03-31 00:00:00,deleted,,,paid_ads,APAC,UTC,True,True,android,billing contact
USR00458,AC004,SUB01596,EXT1295,kate25@company.com,,viewer,,,2021-09-12,,,active,,api,referral,,UTC+1,True,,,
USR00459,AC024,SUB02191,EXT7158,kate152@company.com,,,,,2024-04-08,2024-04-15,2025-02-02 00:00:00,deleted,,web,referral,NA,,False,,,billing contact
USR00460,AC030,,,alex159@example.com,,ADMIN,Engineer,en-US,2022-05-24,,,invited,,web,paid_ads,NA,Europe/Warsaw,True,False,,billing contact
USR00461,AC031,SUB00260,EXT8490,anna16@company.com,,member,,en-US,2024-02-21,2024-02-17,2024-02-28 00:00:00,disabled,2024-04-29,,paid_ads,,,True,False,android,no activity last 30 days
USR00462,AC040,SUB02399,EXT5664,alex177@example.com,,,CTO,en-US,2023-12-02,,,active ,,,,EU,UTC,,True,,billing contact
USR00463,AC075,,EXT6647,alex38@company.com,Anna Kowalska,admin,,DE,2023-01-05,2023-01-04,2023-05-20 00:00:00,deleted,,web,paid_ads,NA,,False,,android,power user
USR00464,AC070,SUB01466,,mike16@gmail.com,Anna Kowalska,billing,Engineer,EN,2022-05-31,2022-06-03,2022-08-18 00:00:00,active,,,,,EST,False,True,web,power user
USR00465,AC124,SUB00435,EXT1417,ANNA@GMAIL.COM,John Smith,billing,,EN,2023-03-04,2023-03-01,,active ,,api,organic,EU,,True,,android,power user
USR00466,AC063,SUB01235,EXT3353,alex189@company.com,Anna Kowalska,,Finance,PL,2023-07-18,2023-07-18,2024-04-10 00:00:00,active,,import,,APAC,,False,False,ios,power user
USR00467,AC038,SUB01154,EXT2508,alex252@example.com,,billing,CTO,en-US,2023-07-09,2023-07-16,2024-02-11 00:00:00,active ,,,organic,EU,UTC,False,,android,power user
USR00468,AC154,SUB01793,EXT4319,mike206@gmail.com,John Smith,billing,,EN,2022-02-04,2022-02-13,2022-04-21 00:00:00,deleted,2022-06-01,web,paid_ads,NA,UTC,True,,ios,power user
USR00469,AC035,SUB00127,EXT6206,sara254@example.com,,ADMIN,Finance,DE,2023-02-17,,,active,,sales,paid_ads,APAC,UTC,,,android,
USR00470,AC071,SUB02186,EXT2548,sara146@company.com,John Smith,member,Manager,en-US,2022-06-26,2022-06-26,2022-12-08 00:00:00,disabled,,web,,APAC,,True,True,,
USR00471,AC107,,,anna275@gmail.com,Anna Kowalska,admin,,en-US,2023-11-18,2023-11-18,,disabled,,,,NA,,,False,,billing contact
USR00472,AC130,SUB02236,EXT3903,anna164@example.com,,admin,Finance,en-US,2023-06-16,2023-06-24,2023-10-20 00:00:00,active ,2023-12-29,import,organic,APAC,,,,,
USR00473,AC001,SUB02598,EXT3400,sara8@gmail.com,M. Brown,admin,Manager,,2021-09-01,2021-08-28,2022-05-09 00:00:00,invited,,web,paid_ads,NA,UTC+1,,False,android,no activity last 30 days
USR00474,AC077,,EXT2718,mike208@gmail.com,,member,,EN,2021-06-26,2021-07-02,,active ,,sales,organic,,UTC+1,False,,,
USR00475,AC149,SUB01529,EXT3078,alex20@example.com,M. Brown,admin,,en-US,2021-03-22,2021-03-25,2021-12-27 00:00:00,active ,,import,referral,,Europe/Warsaw,,True,android,billing contact
USR00476,AC126,SUB00046,EXT1586,kate226@gmail.com,John Smith,viewer,Engineer,en-US,2022-11-23,2022-11-20,2023-04-14 00:00:00,active ,,import,,APAC,EST,True,,ios,power user
USR00477,AC115,SUB02274,EXT9719,kate278@company.com,Anna Kowalska,ADMIN,,DE,2023-07-15,2023-07-12,2023-08-13 00:00:00,active ,,import,paid_ads,NA,Europe/Warsaw,,,ios,
USR00478,AC089,,EXT4890,anna138@gmail.com,John Smith,,Finance,DE,2021-03-20,2021-03-25,2021-03-25 00:00:00,deleted,,,referral,APAC,,True,True,web,no activity last 30 days
USR00479,AC140,,EXT7441,mike202@example.com,Anna Kowalska,member,Finance,,2022-07-27,2022-07-27,2023-01-18 00:00:00,disabled,2023-02-22,sales,paid_ads,NA,,,,android,
USR00480,AC083,SUB01615,,sara168@example.com,Anna Kowalska,ADMIN,Finance,DE,2022-04-01,2022-04-02,2023-01-20 00:00:00,invited,2023-03-05,api,,NA,,True,False,ios,no activity last 30 days
USR00481,AC179,SUB00349,EXT7409,alex14@example.com,,ADMIN,Finance,DE,2022-12-05,2022-12-11,,active ,,api,organic,,Europe/Warsaw,False,,android,
USR00482,AC099,SUB01409,EXT9393,mike39@gmail.com,John Smith,billing,,DE,2022-04-05,,,invited,,web,paid_ads,,Europe/Warsaw,,True,android,power user
USR00483,AC106,,EXT6370,sara111@example.com,Anna Kowalska,viewer,,en-US,2021-06-26,2021-06-27,2021-08-11 00:00:00,deleted,,import,organic,NA,EST,False,False,web,power user
USR00484,,SUB02100,EXT3905,john271@example.com,John Smith,,,,2022-06-29,2022-06-28,2022-08-22 00:00:00,deleted,,,organic,,UTC+1,False,True,android,
USR00485,AC098,,,sara299@company.com,,billing,Manager,,2021-09-23,2021-09-29,2021-12-08 00:00:00,deleted,2022-02-18,api,referral,NA,UTC+1,False,,android,billing contact
USR00486,AC170,,EXT6199,sara148@company.com,Anna Kowalska,ADMIN,Engineer,PL,2022-11-22,2022-11-25,2023-05-17 00:00:00,active ,,web,organic,APAC,Europe/Warsaw,True,True,web,power user
USR00487,AC167,SUB01036,EXT3148,anna60@example.com,M. Brown,viewer,CTO,en-US,2021-03-29,2021-04-02,2021-07-28 00:00:00,active,,api,referral,APAC,UTC,,True,,billing contact
USR00488,AC127,,EXT9038,sara114@company.com,,billing,,DE,2022-01-09,2022-01-13,2022-10-06 00:00:00,disabled,,import,paid_ads,EMEA,UTC+1,False,,ios,
USR00489,AC033,,,john65@gmail.com,Anna Kowalska,ADMIN,Engineer,EN,2022-08-13,2022-08-10,2022-11-06 00:00:00,disabled,,,organic,EMEA,EST,,True,web,billing contact
USR00490,AC152,SUB00223,EXT1396,kate242@gmail.com,,ADMIN,,EN,2022-05-17,2022-05-27,,deleted,,sales,paid_ads,EU,EST,False,False,android,
USR00491,AC026,SUB02249,EXT6331,anna47@gmail.com,,,,DE,2024-02-26,2024-03-07,,deleted,,,paid_ads,EMEA,EST,True,,ios,
USR00492,AC113,SUB02252,,kate112@example.com,,,,en-US,2021-09-05,2021-09-05,,active,,api,paid_ads,NA,UTC+1,,,ios,
USR00493,AC117,,EXT3357,mike86@example.com,M. Brown,,Finance,en-US,2021-12-17,2021-12-25,2022-10-20 00:00:00,active ,,,paid_ads,EU,,False,False,,power user
USR00494,,SUB01027,,SARA@COMPANY.COM,M. Brown,viewer,Finance,,2023-09-29,2023-10-08,2024-06-16 00:00:00,deleted,,,organic,NA,EST,,,,power user
USR00495,AC168,,,john240@company.com,,billing,,EN,2022-01-18,2022-01-27,,invited,,import,referral,NA,,,,ios,no activity last 30 days
USR00496,AC020,SUB01996,,kate28@example.com,,member,Engineer,EN,2021-11-02,,,active,,api,,,EST,,,,
